Planet Name,Type,Mass (Earth),Orbit Radius (AU),Discovery Year,Discovered By
Planet-7152,Ice Giant,787.16,89.948,2002,Kepler
Planet-7153,Gas Giant,416.98,43.23,1904,Galileo
Planet-7154,Gas Giant,975.17,35.644,1955,Spitzer
Planet-7155,Dwarf Planet,800.51,73.395,1944,Voyager
Planet-7156,Gas Giant,577.61,74.039,1955,Hubble
Planet-7157,Ice Giant,649.33,92.74,1931,Voyager
Planet-7158,Gas Giant,519.4,56.015,1958,James Webb
Planet-7159,Dwarf Planet,506.78,9.769,1904,TESS
Planet-7160,Exoplanet,115.26,37.987,1956,Ground Telescope
Planet-7161,Gas Giant,191.84,17.897,2023,Voyager
Planet-7162,Ice Giant,273.45,50.332,1934,Ground Telescope
Planet-7163,Terrestrial,35.1,17.705,1920,Ground Telescope
Planet-7164,Gas Giant,513.49,91.96,1948,Voyager
Planet-7165,Exoplanet,340.4,31.215,1936,Ground Telescope
Planet-7166,Exoplanet,351.77,80.478,1921,Kepler
Planet-7167,Dwarf Planet,297.01,71.319,2017,Ground Telescope
Planet-7168,Gas Giant,407.84,22.69,1968,Hubble
Planet-7169,Ice Giant,23.55,13.698,1955,Hubble
Planet-7170,Terrestrial,425.63,47.178,1982,Ground Telescope
Planet-7171,Dwarf Planet,504.28,32.01,1931,Galileo
Planet-7172,Terrestrial,782.75,78.34,1965,Spitzer
Planet-7173,Ice Giant,108.77,37.998,1910,TESS
Planet-7174,Dwarf Planet,556.29,87.498,1952,Spitzer
Planet-7175,Ice Giant,553.74,18.717,1968,Galileo
Planet-7176,Gas Giant,448.13,16.062,1921,James Webb
Planet-7177,Dwarf Planet,629.13,14.664,1962,James Webb
Planet-7178,Ice Giant,193.95,27.204,1919,JWST
Planet-7179,Dwarf Planet,870.76,8.9,2005,Galileo
Planet-7180,Ice Giant,241.81,60.11,1914,Spitzer
Planet-7181,Terrestrial,9.83,19.505,1971,JWST
Planet-7182,Ice Giant,576.68,68.344,1907,Hubble
Planet-7183,Exoplanet,156.7,20.726,2020,Galileo
Planet-7184,Terrestrial,881.91,65.888,1941,Voyager
Planet-7185,Dwarf Planet,267.07,90.73,1950,Chandra
Planet-7186,Exoplanet,290.32,16.148,1927,Hubble
Planet-7187,Exoplanet,661.68,92.515,1977,JWST
Planet-7188,Exoplanet,140.74,23.8,1934,Voyager
Planet-7189,Terrestrial,621.37,52.377,2012,JWST
Planet-7190,Gas Giant,378.26,72.724,1926,JWST
Planet-7191,Dwarf Planet,827.69,72.254,1937,JWST
Planet-7192,Terrestrial,974.77,36.694,1944,Chandra
Planet-7193,Terrestrial,795.71,17.882,1981,Hubble
Planet-7194,Terrestrial,937.67,92.388,1993,Kepler
Planet-7195,Gas Giant,978.31,61.341,1977,Ground Telescope
Planet-7196,Terrestrial,721.23,39.898,1914,Chandra
Planet-7197,Gas Giant,784.13,84.708,1934,James Webb
Planet-7198,Ice Giant,429.93,47.869,2018,Hubble
Planet-7199,Exoplanet,300.76,95.497,1914,JWST
Planet-7200,Dwarf Planet,649.28,83.272,1942,Spitzer
Planet-7201,Exoplanet,271.27,46.163,2004,Spitzer
Planet-7202,Dwarf Planet,660.9,67.597,1942,Galileo
Planet-7203,Ice Giant,712.83,74.871,1980,Spitzer
Planet-7204,Terrestrial,889.92,58.536,1928,Galileo
Planet-7205,Exoplanet,793.82,53.909,2018,Kepler
Planet-7206,Dwarf Planet,134.29,4.325,1955,Voyager
Planet-7207,Exoplanet,939.94,86.67,1907,Kepler
Planet-7208,Terrestrial,146.57,36.43,2010,Voyager
Planet-7209,Ice Giant,570.63,64.454,1983,James Webb
Planet-7210,Ice Giant,883.84,28.979,1983,Chandra
Planet-7211,Exoplanet,429.26,84.285,2020,James Webb
Planet-7212,Exoplanet,903.21,28.355,1964,Voyager
Planet-7213,Terrestrial,172.55,70.557,1986,Ground Telescope
Planet-7214,Terrestrial,677.12,61.765,1934,JWST
Planet-7215,Ice Giant,323.59,73.694,1920,JWST
Planet-7216,Gas Giant,735.79,91.859,1990,Chandra
Planet-7217,Gas Giant,315.81,28.77,1953,Ground Telescope
Planet-7218,Exoplanet,782.29,82.761,1900,Chandra
Planet-7219,Ice Giant,311.8,58.056,1964,Ground Telescope
Planet-7220,Dwarf Planet,506.13,12.115,1963,JWST
Planet-7221,Terrestrial,152.31,94.923,1943,Chandra
Planet-7222,Gas Giant,84.68,32.017,1940,JWST
Planet-7223,Terrestrial,363.99,57.581,1933,Kepler
Planet-7224,Gas Giant,852.94,60.397,1990,Voyager
Planet-7225,Terrestrial,908.03,66.583,1980,Hubble
Planet-7226,Gas Giant,809.01,46.207,2000,Chandra
Planet-7227,Terrestrial,691.05,24.276,1990,Hubble
Planet-7228,Terrestrial,504.86,75.502,1919,Kepler
Planet-7229,Dwarf Planet,905.16,19.726,2023,Chandra
Planet-7230,Ice Giant,728.93,63.958,1948,Voyager
Planet-7231,Gas Giant,85.66,98.821,1980,Chandra
Planet-7232,Exoplanet,469.06,5.481,1981,Spitzer
Planet-7233,Exoplanet,655.57,22.343,1912,Hubble
Planet-7234,Exoplanet,291.93,9.05,1966,Voyager
Planet-7235,Exoplanet,228.75,19.273,1996,Spitzer
Planet-7236,Gas Giant,169.06,38.098,1944,Spitzer
Planet-7237,Terrestrial,364.34,61.337,1957,Hubble
Planet-7238,Exoplanet,511.72,4.671,1934,Chandra
Planet-7239,Dwarf Planet,576.27,77.292,1903,Spitzer
Planet-7240,Dwarf Planet,107.19,94.508,1993,Galileo
Planet-7241,Ice Giant,760.56,58.172,1904,Spitzer
Planet-7242,Dwarf Planet,530.62,78.517,1947,James Webb
Planet-7243,Ice Giant,939.97,70.508,1932,Hubble
Planet-7244,Exoplanet,277.61,84.9,1948,Ground Telescope
Planet-7245,Exoplanet,67.51,19.209,1999,Galileo
Planet-7246,Gas Giant,950.79,84.638,1906,Spitzer
Planet-7247,Ice Giant,266.78,68.709,1979,Hubble
Planet-7248,Exoplanet,91.09,17.105,1916,Chandra
Planet-7249,Exoplanet,945.48,53.371,2012,Voyager
Planet-7250,Terrestrial,303.19,26.7,1990,JWST
Planet-7251,Dwarf Planet,334.78,61.46,1975,Galileo
Planet-7252,Terrestrial,329.74,8.441,2005,Ground Telescope
Planet-7253,Exoplanet,722.8,75.888,1995,James Webb
Planet-7254,Dwarf Planet,401.98,97.705,1920,Galileo
Planet-7255,Dwarf Planet,364.4,69.609,1979,Voyager
Planet-7256,Dwarf Planet,258.42,2.897,1993,TESS
Planet-7257,Terrestrial,378.49,42.956,1951,JWST
Planet-7258,Dwarf Planet,385.98,47.633,1947,Galileo
Planet-7259,Gas Giant,374.5,36.35,1962,Ground Telescope
Planet-7260,Terrestrial,704.6,91.929,2002,Voyager
Planet-7261,Gas Giant,523.02,12.762,2018,Chandra
Planet-7262,Dwarf Planet,911.26,18.623,1968,Chandra
Planet-7263,Exoplanet,349.57,98.132,2007,TESS
Planet-7264,Gas Giant,365.46,84.054,1957,James Webb
Planet-7265,Ice Giant,812.46,63.32,1951,TESS
Planet-7266,Terrestrial,325.02,43.731,1940,Kepler
Planet-7267,Ice Giant,964.41,15.605,1992,James Webb
Planet-7268,Gas Giant,232.12,84.992,1916,Kepler
Planet-7269,Terrestrial,559.6,57.123,1997,Galileo
Planet-7270,Terrestrial,672.73,30.703,1976,JWST
Planet-7271,Gas Giant,602.05,36.853,1920,Galileo
Planet-7272,Exoplanet,31.81,9.697,2011,Kepler
Planet-7273,Dwarf Planet,176.99,17.461,1950,JWST
Planet-7274,Ice Giant,532.1,12.507,2020,Hubble
Planet-7275,Gas Giant,705.07,76.866,1922,Spitzer
Planet-7276,Gas Giant,593.79,51.055,1921,James Webb
Planet-7277,Exoplanet,287.2,78.102,1921,James Webb
Planet-7278,Exoplanet,845.31,22.164,1950,Spitzer
Planet-7279,Terrestrial,852.26,54.823,1965,Spitzer
Planet-7280,Terrestrial,304.64,45.629,1972,Galileo
Planet-7281,Exoplanet,279.18,75.454,1947,Kepler
Planet-7282,Exoplanet,796.49,5.866,2024,Ground Telescope
Planet-7283,Ice Giant,231.0,46.601,1939,Galileo
Planet-7284,Gas Giant,261.98,92.174,1975,Hubble
Planet-7285,Ice Giant,455.12,43.793,1984,Spitzer
Planet-7286,Terrestrial,103.85,11.103,1944,TESS
Planet-7287,Exoplanet,221.21,47.442,1934,Ground Telescope
Planet-7288,Terrestrial,486.7,54.708,2006,Chandra
Planet-7289,Terrestrial,607.02,28.82,1908,Ground Telescope
Planet-7290,Terrestrial,573.67,72.177,1950,Ground Telescope
Planet-7291,Ice Giant,814.16,17.344,2014,Hubble
Planet-7292,Exoplanet,981.76,17.61,1904,James Webb
Planet-7293,Gas Giant,114.37,82.335,1989,JWST
Planet-7294,Exoplanet,729.5,97.737,1979,Spitzer
Planet-7295,Dwarf Planet,471.68,4.209,1902,Hubble
Planet-7296,Terrestrial,356.04,49.021,2014,JWST
Planet-7297,Exoplanet,881.61,17.784,1901,James Webb
Planet-7298,Exoplanet,812.12,14.6,1943,Voyager
Planet-7299,Exoplanet,797.66,15.058,2021,Galileo
Planet-7300,Terrestrial,738.51,8.586,1905,Hubble
Planet-7301,Dwarf Planet,225.38,90.831,1968,JWST
Planet-7302,Dwarf Planet,826.65,19.49,1973,TESS
Planet-7303,Dwarf Planet,661.48,86.206,1935,Ground Telescope
Planet-7304,Gas Giant,757.35,56.887,1965,Galileo
Planet-7305,Gas Giant,860.23,88.919,2003,JWST
Planet-7306,Dwarf Planet,853.35,15.059,1974,TESS
Planet-7307,Terrestrial,861.62,89.309,1972,Galileo
Planet-7308,Ice Giant,680.55,19.049,1955,Chandra
Planet-7309,Gas Giant,792.97,44.252,1908,Voyager
Planet-7310,Ice Giant,708.11,41.351,1971,Kepler
Planet-7311,Dwarf Planet,477.82,53.046,1978,JWST
Planet-7312,Ice Giant,709.37,14.065,1968,Ground Telescope
Planet-7313,Dwarf Planet,665.93,59.626,2005,Voyager
Planet-7314,Gas Giant,983.78,69.95,1983,Spitzer
Planet-7315,Ice Giant,830.25,50.136,2006,Ground Telescope
Planet-7316,Gas Giant,526.73,0.468,1994,Hubble
Planet-7317,Ice Giant,223.8,36.85,1907,TESS
Planet-7318,Dwarf Planet,933.97,99.508,1932,Voyager
Planet-7319,Terrestrial,332.62,43.185,1910,Voyager
Planet-7320,Terrestrial,43.81,72.438,1929,Chandra
Planet-7321,Dwarf Planet,464.01,90.05,1975,James Webb
Planet-7322,Terrestrial,564.81,87.912,1941,Voyager
Planet-7323,Ice Giant,48.17,98.164,1953,JWST
Planet-7324,Gas Giant,117.63,1.503,2022,TESS
Planet-7325,Dwarf Planet,374.1,92.698,1902,TESS
Planet-7326,Terrestrial,164.81,23.868,1916,TESS
Planet-7327,Ice Giant,916.27,49.714,2016,Ground Telescope
Planet-7328,Ice Giant,534.29,20.923,2022,Chandra
Planet-7329,Exoplanet,93.5,48.755,1966,James Webb
Planet-7330,Terrestrial,641.05,52.117,1941,James Webb
Planet-7331,Ice Giant,284.75,24.928,1926,TESS
Planet-7332,Gas Giant,198.55,65.358,2008,Chandra
Planet-7333,Gas Giant,386.5,22.017,1994,Hubble
Planet-7334,Exoplanet,835.18,63.322,1929,Chandra
Planet-7335,Gas Giant,228.12,91.333,1971,TESS
Planet-7336,Dwarf Planet,118.16,25.912,1988,Voyager
Planet-7337,Terrestrial,298.76,54.108,1933,Galileo
Planet-7338,Gas Giant,779.49,79.153,1930,Chandra
Planet-7339,Ice Giant,109.27,9.52,1900,Chandra
Planet-7340,Gas Giant,9.79,11.643,1906,Voyager
Planet-7341,Gas Giant,462.75,70.257,1930,Spitzer
Planet-7342,Exoplanet,812.81,44.496,2021,Kepler
Planet-7343,Gas Giant,34.72,90.301,1925,TESS
Planet-7344,Exoplanet,100.3,53.312,1945,TESS
Planet-7345,Gas Giant,18.55,79.728,2003,Chandra
Planet-7346,Terrestrial,326.41,21.455,1962,Spitzer
Planet-7347,Gas Giant,146.15,77.57,1946,Galileo
Planet-7348,Dwarf Planet,130.51,17.42,1933,Chandra
Planet-7349,Ice Giant,180.3,72.498,1967,James Webb
Planet-7350,Exoplanet,468.82,33.904,2016,Galileo
Planet-7351,Gas Giant,488.51,85.52,1915,TESS
Planet-7352,Terrestrial,412.3,0.738,1937,Voyager
Planet-7353,Ice Giant,45.85,85.812,1909,Ground Telescope
Planet-7354,Gas Giant,445.24,77.076,1967,TESS
Planet-7355,Exoplanet,364.93,97.057,1920,Hubble
Planet-7356,Gas Giant,46.5,31.85,1991,James Webb
Planet-7357,Exoplanet,62.74,56.771,1933,Galileo
Planet-7358,Gas Giant,60.87,18.681,1932,Hubble
Planet-7359,Gas Giant,138.59,54.817,1938,Hubble
Planet-7360,Dwarf Planet,715.6,66.755,1960,Hubble
Planet-7361,Dwarf Planet,39.24,23.241,1959,Hubble
Planet-7362,Dwarf Planet,846.23,93.171,1999,TESS
Planet-7363,Gas Giant,137.36,38.551,2018,JWST
Planet-7364,Ice Giant,939.76,5.73,1915,TESS
Planet-7365,Dwarf Planet,368.52,26.496,1963,Chandra
Planet-7366,Gas Giant,414.87,44.397,1978,James Webb
Planet-7367,Exoplanet,36.32,31.484,1984,JWST
Planet-7368,Gas Giant,47.94,36.833,1975,TESS
Planet-7369,Exoplanet,276.06,25.963,2007,Spitzer
Planet-7370,Terrestrial,795.37,11.765,1945,TESS
Planet-7371,Ice Giant,338.01,59.239,1997,TESS
Planet-7372,Terrestrial,464.78,46.225,1981,Kepler
Planet-7373,Gas Giant,618.46,76.891,1983,Galileo
Planet-7374,Terrestrial,277.66,17.7,1908,Hubble
Planet-7375,Gas Giant,26.08,44.639,2007,Hubble
Planet-7376,Exoplanet,159.18,4.584,2001,Spitzer
Planet-7377,Terrestrial,954.83,0.917,2023,Kepler
Planet-7378,Exoplanet,620.18,83.175,2018,Hubble
Planet-7379,Terrestrial,330.78,5.122,1995,Voyager
Planet-7380,Dwarf Planet,548.52,3.242,1984,Spitzer
Planet-7381,Gas Giant,114.22,26.966,1993,Galileo
Planet-7382,Terrestrial,870.2,96.857,1966,Kepler
Planet-7383,Dwarf Planet,840.15,84.479,1956,Galileo
Planet-7384,Ice Giant,834.08,68.366,1927,Voyager
Planet-7385,Gas Giant,580.96,52.293,1939,Spitzer
Planet-7386,Exoplanet,747.68,51.044,1963,Galileo
Planet-7387,Exoplanet,793.75,11.515,2007,James Webb
Planet-7388,Dwarf Planet,178.74,65.64,1986,Galileo
Planet-7389,Exoplanet,145.0,12.79,2020,JWST
Planet-7390,Ice Giant,471.62,59.04,2000,JWST
Planet-7391,Ice Giant,943.81,43.443,1900,Kepler
Planet-7392,Gas Giant,83.68,57.974,1962,JWST
Planet-7393,Exoplanet,10.92,71.845,1900,Ground Telescope
Planet-7394,Exoplanet,131.62,17.998,1912,JWST
Planet-7395,Gas Giant,305.01,65.336,1991,Galileo
Planet-7396,Ice Giant,394.61,17.522,1943,Spitzer
Planet-7397,Terrestrial,664.96,40.032,1991,James Webb
Planet-7398,Terrestrial,510.4,72.222,1900,JWST
Planet-7399,Terrestrial,631.73,23.311,2023,TESS
Planet-7400,Ice Giant,987.98,71.628,1925,JWST
Planet-7401,Terrestrial,530.15,69.638,1986,Hubble
Planet-7402,Dwarf Planet,711.32,89.636,1906,Chandra
Planet-7403,Exoplanet,125.31,83.306,1969,JWST
Planet-7404,Terrestrial,112.99,67.39,1926,James Webb
Planet-7405,Dwarf Planet,926.89,13.943,1908,Voyager
Planet-7406,Terrestrial,548.42,31.506,2021,Chandra
Planet-7407,Dwarf Planet,900.9,81.348,1990,Voyager
Planet-7408,Dwarf Planet,487.4,40.019,2010,TESS
Planet-7409,Exoplanet,520.38,64.074,1933,Kepler
Planet-7410,Exoplanet,496.73,45.573,1968,Ground Telescope
Planet-7411,Exoplanet,738.42,41.07,1930,Spitzer
Planet-7412,Ice Giant,549.74,12.936,1955,Spitzer
Planet-7413,Dwarf Planet,391.94,84.079,1937,Hubble
Planet-7414,Dwarf Planet,849.56,38.338,1985,Kepler
Planet-7415,Dwarf Planet,901.55,72.756,1919,James Webb
Planet-7416,Dwarf Planet,262.25,81.846,1967,Spitzer
Planet-7417,Dwarf Planet,686.04,1.956,1932,Voyager
Planet-7418,Gas Giant,142.88,69.797,2007,TESS
Planet-7419,Terrestrial,865.85,40.763,2016,Kepler
Planet-7420,Gas Giant,522.25,46.293,2020,Voyager
Planet-7421,Dwarf Planet,893.51,6.586,1943,Kepler
Planet-7422,Dwarf Planet,480.09,91.976,2008,Spitzer
Planet-7423,Gas Giant,811.2,57.43,1910,Galileo
Planet-7424,Ice Giant,420.06,61.885,1989,Ground Telescope
Planet-7425,Exoplanet,797.34,65.622,1932,TESS
Planet-7426,Terrestrial,71.77,72.282,1958,Ground Telescope
Planet-7427,Terrestrial,53.79,39.26,1946,Chandra
Planet-7428,Dwarf Planet,378.07,68.637,1960,Hubble
Planet-7429,Exoplanet,25.16,17.287,1956,Hubble
Planet-7430,Dwarf Planet,66.72,11.027,1910,James Webb
Planet-7431,Dwarf Planet,571.33,95.683,1927,Kepler
Planet-7432,Ice Giant,439.73,81.995,1939,JWST
Planet-7433,Ice Giant,775.17,14.413,1992,James Webb
Planet-7434,Exoplanet,232.26,50.17,1941,Ground Telescope
Planet-7435,Ice Giant,808.53,23.19,2003,Galileo
Planet-7436,Ice Giant,160.32,59.079,1923,Kepler
Planet-7437,Terrestrial,3.22,22.562,2016,Chandra
Planet-7438,Terrestrial,803.97,41.064,1901,Chandra
Planet-7439,Ice Giant,187.43,70.617,2018,Voyager
Planet-7440,Gas Giant,102.89,52.785,1900,Spitzer
Planet-7441,Exoplanet,553.71,65.299,2019,Ground Telescope
Planet-7442,Terrestrial,66.26,28.114,1931,JWST
Planet-7443,Dwarf Planet,175.02,49.384,1981,James Webb
Planet-7444,Exoplanet,853.74,99.319,2015,Ground Telescope
Planet-7445,Terrestrial,917.12,39.511,2010,Voyager
Planet-7446,Gas Giant,197.94,9.715,1959,TESS
Planet-7447,Gas Giant,71.44,47.656,1992,Ground Telescope
Planet-7448,Gas Giant,40.3,5.534,1965,Kepler
Planet-7449,Exoplanet,400.54,54.703,1906,Spitzer
Planet-7450,Dwarf Planet,864.86,46.714,1905,James Webb
Planet-7451,Dwarf Planet,472.83,76.506,1902,James Webb
Planet-7452,Gas Giant,563.47,22.257,1974,Voyager
Planet-7453,Terrestrial,502.99,75.597,2009,Voyager
Planet-7454,Ice Giant,65.42,57.202,1999,Chandra
Planet-7455,Terrestrial,121.1,72.481,1961,Hubble
Planet-7456,Exoplanet,103.92,14.6,1979,TESS
Planet-7457,Dwarf Planet,976.44,51.519,1949,Hubble
Planet-7458,Terrestrial,400.79,27.566,1925,TESS
Planet-7459,Gas Giant,872.31,55.731,2023,Voyager
Planet-7460,Ice Giant,235.01,1.754,1900,Hubble
Planet-7461,Ice Giant,926.26,80.71,1937,Ground Telescope
Planet-7462,Exoplanet,998.41,13.565,2013,Chandra
Planet-7463,Terrestrial,826.09,13.472,1995,Voyager
Planet-7464,Exoplanet,671.04,4.675,1962,JWST
Planet-7465,Gas Giant,315.26,90.037,1963,JWST
Planet-7466,Terrestrial,661.22,40.039,2003,JWST
Planet-7467,Terrestrial,982.91,24.738,1921,James Webb
Planet-7468,Gas Giant,234.35,14.997,1901,James Webb
Planet-7469,Terrestrial,836.09,85.622,1953,Spitzer
Planet-7470,Dwarf Planet,760.43,87.655,2008,Ground Telescope
Planet-7471,Terrestrial,346.47,3.435,1958,Hubble
Planet-7472,Dwarf Planet,297.2,24.663,2023,Galileo
Planet-7473,Terrestrial,31.21,51.504,1971,Spitzer
Planet-7474,Exoplanet,948.69,69.789,2019,Spitzer
Planet-7475,Terrestrial,45.11,22.346,1943,Kepler
Planet-7476,Gas Giant,552.71,49.724,1966,Galileo
Planet-7477,Ice Giant,485.32,94.106,1946,James Webb
Planet-7478,Gas Giant,203.89,15.134,2017,Kepler
Planet-7479,Exoplanet,780.4,44.316,2006,Spitzer
Planet-7480,Terrestrial,823.02,15.012,1998,Spitzer
Planet-7481,Dwarf Planet,952.66,98.858,1983,James Webb
Planet-7482,Ice Giant,910.52,6.531,1931,Kepler
Planet-7483,Dwarf Planet,155.23,18.126,2009,Kepler
Planet-7484,Terrestrial,291.9,11.342,1951,Kepler
Planet-7485,Dwarf Planet,570.61,49.071,1939,Chandra
Planet-7486,Gas Giant,703.26,33.803,1976,James Webb
Planet-7487,Terrestrial,885.17,0.162,2017,Hubble
Planet-7488,Ice Giant,303.98,16.321,1998,Hubble
Planet-7489,Ice Giant,965.72,49.289,1950,Kepler
Planet-7490,Exoplanet,401.31,67.644,1953,JWST
Planet-7491,Dwarf Planet,647.91,39.758,1912,Ground Telescope
Planet-7492,Ice Giant,107.3,42.516,2023,Chandra
Planet-7493,Exoplanet,825.6,80.523,2017,TESS
Planet-7494,Exoplanet,756.76,17.773,1900,Hubble
Planet-7495,Ice Giant,703.78,86.505,1903,Kepler
Planet-7496,Dwarf Planet,951.05,47.152,1975,Ground Telescope
Planet-7497,Terrestrial,315.66,88.702,1951,Kepler
Planet-7498,Exoplanet,370.81,30.685,1970,Chandra
Planet-7499,Terrestrial,392.27,85.986,1901,Voyager
Planet-7500,Ice Giant,255.38,50.002,1906,Ground Telescope
Planet-7501,Exoplanet,74.08,16.545,1981,Kepler
Planet-7502,Ice Giant,657.48,38.997,2001,TESS
Planet-7503,Ice Giant,300.44,88.106,1998,Ground Telescope
Planet-7504,Exoplanet,948.26,23.271,1986,Hubble
Planet-7505,Gas Giant,688.58,50.393,2014,Chandra
Planet-7506,Terrestrial,671.96,32.885,1988,Galileo
Planet-7507,Gas Giant,848.42,1.698,1992,Chandra
Planet-7508,Exoplanet,445.73,93.185,1945,Hubble
Planet-7509,Exoplanet,258.11,17.879,1907,Voyager
Planet-7510,Dwarf Planet,528.08,65.15,1916,Voyager
Planet-7511,Exoplanet,687.45,99.805,1992,JWST
Planet-7512,Gas Giant,62.08,49.485,2016,Hubble
Planet-7513,Terrestrial,45.25,19.255,1968,Galileo
Planet-7514,Ice Giant,683.32,92.114,1989,Spitzer
Planet-7515,Gas Giant,312.9,88.328,1945,TESS
Planet-7516,Gas Giant,18.64,64.388,1928,Chandra
Planet-7517,Terrestrial,152.3,46.547,1994,James Webb
Planet-7518,Gas Giant,653.99,49.431,1993,Voyager
Planet-7519,Ice Giant,240.63,49.429,1962,Galileo
Planet-7520,Terrestrial,709.08,83.247,2002,TESS
Planet-7521,Ice Giant,967.5,46.918,1930,Ground Telescope
Planet-7522,Ice Giant,966.06,47.195,1942,Ground Telescope
Planet-7523,Gas Giant,931.36,80.842,1984,Voyager
Planet-7524,Terrestrial,916.48,49.575,1964,Chandra
Planet-7525,Dwarf Planet,181.54,61.57,1902,Chandra
Planet-7526,Gas Giant,261.99,20.098,1943,Chandra
Planet-7527,Ice Giant,225.63,77.532,1958,Galileo
Planet-7528,Dwarf Planet,61.41,82.337,1925,Kepler
Planet-7529,Dwarf Planet,488.89,96.768,1979,Voyager
Planet-7530,Ice Giant,822.29,60.472,1912,Chandra
Planet-7531,Ice Giant,118.48,77.257,1916,Spitzer
Planet-7532,Ice Giant,103.7,79.325,1960,Spitzer
Planet-7533,Ice Giant,21.11,1.818,1905,Kepler
Planet-7534,Exoplanet,399.29,34.07,1948,Ground Telescope
Planet-7535,Gas Giant,652.06,83.615,1972,Spitzer
Planet-7536,Dwarf Planet,777.88,66.84,1991,James Webb
Planet-7537,Exoplanet,604.63,40.726,2008,JWST
Planet-7538,Dwarf Planet,212.89,90.106,1976,TESS
Planet-7539,Terrestrial,903.49,29.642,1907,Voyager
Planet-7540,Ice Giant,245.02,62.552,1987,JWST
Planet-7541,Gas Giant,625.89,68.92,2014,Ground Telescope
Planet-7542,Exoplanet,798.49,29.444,1978,Chandra
Planet-7543,Dwarf Planet,62.64,34.139,1906,Spitzer
Planet-7544,Exoplanet,419.33,46.441,1937,Kepler
Planet-7545,Dwarf Planet,150.85,35.951,1933,Kepler
Planet-7546,Ice Giant,600.34,60.635,1942,Ground Telescope
Planet-7547,Ice Giant,493.44,22.618,1907,Chandra
Planet-7548,Ice Giant,39.33,64.06,1977,Kepler
Planet-7549,Gas Giant,774.81,80.155,1986,Ground Telescope
Planet-7550,Ice Giant,244.57,32.808,1992,Kepler
Planet-7551,Dwarf Planet,711.88,87.625,1927,James Webb
Planet-7552,Dwarf Planet,200.6,68.918,1929,Ground Telescope
Planet-7553,Terrestrial,895.41,86.216,2024,Spitzer
Planet-7554,Dwarf Planet,618.94,82.994,2005,Spitzer
Planet-7555,Ice Giant,416.24,13.098,1915,Kepler
Planet-7556,Ice Giant,982.31,31.148,1976,JWST
Planet-7557,Exoplanet,196.9,91.831,1967,Chandra
Planet-7558,Ice Giant,546.4,73.815,1903,Chandra
Planet-7559,Dwarf Planet,456.88,8.462,1973,Voyager
Planet-7560,Dwarf Planet,334.43,93.22,1934,Chandra
Planet-7561,Gas Giant,34.38,71.149,1980,Voyager
Planet-7562,Ice Giant,811.59,89.438,1959,Hubble
Planet-7563,Exoplanet,539.98,30.206,1974,Voyager
Planet-7564,Gas Giant,153.61,22.658,1908,Chandra
Planet-7565,Gas Giant,777.11,49.091,1917,Spitzer
Planet-7566,Exoplanet,763.3,5.209,1950,Kepler
Planet-7567,Gas Giant,416.17,72.353,1967,TESS
Planet-7568,Terrestrial,977.28,63.564,2025,JWST
Planet-7569,Dwarf Planet,279.43,89.839,1969,Kepler
Planet-7570,Ice Giant,847.37,10.37,2009,Hubble
Planet-7571,Exoplanet,885.88,15.226,2025,Spitzer
Planet-7572,Gas Giant,214.29,62.023,1921,Voyager
Planet-7573,Terrestrial,897.46,94.712,1901,Voyager
Planet-7574,Dwarf Planet,200.18,58.163,1937,Voyager
Planet-7575,Ice Giant,659.7,3.984,2001,Spitzer
Planet-7576,Dwarf Planet,477.53,58.733,1906,TESS
Planet-7577,Terrestrial,359.21,80.144,1910,James Webb
Planet-7578,Exoplanet,668.21,63.93,1953,Ground Telescope
Planet-7579,Dwarf Planet,719.61,69.121,1998,TESS
Planet-7580,Terrestrial,167.63,49.384,1941,Voyager
Planet-7581,Dwarf Planet,707.2,90.919,1922,Chandra
Planet-7582,Ice Giant,292.24,41.327,1975,Galileo
Planet-7583,Exoplanet,700.3,8.409,1903,Galileo
Planet-7584,Terrestrial,749.13,0.707,1993,James Webb
Planet-7585,Dwarf Planet,947.27,89.568,1939,James Webb
Planet-7586,Dwarf Planet,343.7,50.34,1950,James Webb
Planet-7587,Dwarf Planet,687.54,43.269,2004,Voyager
Planet-7588,Ice Giant,759.48,84.793,1905,Hubble
Planet-7589,Dwarf Planet,365.1,23.718,1969,Ground Telescope
Planet-7590,Gas Giant,892.26,97.962,1977,Galileo
Planet-7591,Dwarf Planet,92.86,16.801,1965,Ground Telescope
Planet-7592,Gas Giant,605.91,37.532,1984,James Webb
Planet-7593,Ice Giant,945.52,3.85,1991,Kepler
Planet-7594,Ice Giant,674.18,37.846,1933,TESS
Planet-7595,Ice Giant,283.11,17.856,1956,Kepler
Planet-7596,Terrestrial,927.63,32.618,1923,Spitzer
